CustomerID,frequency,monetary,avg_basket_value,customer_lifetime_days,purchase_velocity,return_ratio,churn
12398,1,1635.66,19.24305882,1,1,0,0
12399,4,1108.65,18.79067797,143,0.027972028,0,1
12401,1,84.3,16.86,1,1,0,1
12402,1,225.6,20.50909091,1,1,0,1
12403,2,409.7,68.28333333,1,2,0.010526316,0
12405,1,1710.39,31.67388889,1,1,0,1
12406,3,3280.75,30.37731481,162,0.018518519,0.004975124,0
12407,5,1708.12,22.18337662,215,0.023255814,0,0
12408,9,2842.57,25.15548673,228,0.039473684,0.007147963,0
12409,7,11056.93,96.99061404,104,0.067307692,0.001443262,0
12410,3,681.08,24.32428571,8,0.375,0.009569378,1
12412,3,1226.88,20.11278689,95,0.031578947,0,0
12413,5,694.15,17.35375,271,0.018450185,0.014184397,0
12414,3,562.41,31.245,94,0.031914894,0,1
12415,26,123725.45,159.4400129,314,0.082802548,0.005562342,0
12417,12,3578.8,18.07474747,355,0.033802817,0.008447044,0
12418,1,668.58,19.66411765,1,1,0,1
12420,1,600.39,20.70310345,1,1,0,0
12421,5,806.27,17.5276087,304,0.016447368,0.002070393,0
12422,3,803.56,20.60410256,230,0.013043478,0,1
12423,9,1849.11,14.67547619,353,0.025495751,0.009042954,0
12424,2,1760.96,58.69866667,1,2,0,1
12425,1,777.2,21.58888889,1,1,0,0
12426,1,582.73,19.42433333,1,1,0,1
12427,5,708.37,20.23914286,361,0.013850416,1.258474576,0
12428,12,7877.2,26.25733333,258,0.046511628,0.009420497,0
12429,4,3750.4,38.66391753,357,0.011204482,0,0
12430,1,256.4,23.30909091,1,1,0,0
12431,18,6416.39,26.84682008,339,0.053097345,0.017507003,0
12432,5,5059.32,46.84555556,130,0.038461538,0,0
12433,7,13375.87,31.84730952,373,0.018766756,0,0
12434,4,765.19,14.17018519,277,0.014440433,0.056300268,0
12435,2,7829.89,217.4969444,189,0.010582011,0,0
12436,1,509.01,31.813125,1,1,0,1
12437,19,4896.66,24.4833,330,0.057575758,0.00171409,0
12438,2,2906.85,29.66173469,126,0.015873016,0,0
12441,1,173.55,15.77727273,1,1,0,1
12442,1,172.06,14.33833333,1,1,0,0
12444,5,5005.46,28.44011364,150,0.033333333,0,0
12445,1,133.4,33.35,1,1,0,0
12446,1,1002.31,17.58438596,1,1,0,0
12447,1,476.49,18.32653846,1,1,0,1
12448,1,449.45,20.42954545,1,1,0,0
12449,4,4067.29,21.29471204,165,0.024242424,0,0
12450,2,197.88,24.735,18,0.111111111,0,1
12451,6,8933.52,25.16484507,314,0.01910828,0.01859024,0
12452,3,428.57,18.63347826,1,3,0.010928962,0
12453,1,707.09,16.44395349,1,1,0,1
12454,2,5.68E-14,1.89E-15,3,0.666666667,0,0
12455,6,2466.86,27.40955556,224,0.026785714,0,0
12456,4,3153.89,24.44875969,211,0.018957346,0.010519802,0
12457,12,1917.78,28.62358209,181,0.066298343,0.214697406,0
12458,2,947.4,24.93157895,214,0.009345794,0,0
12461,2,826.88,23.62514286,61,0.032786885,0,1
12462,4,1124.01,15.61125,301,0.013289037,0.042801556,0
12463,7,1303.63,14.81397727,196,0.035714286,0.025099075,0
12464,8,1212.05,41.79482759,300,0.026666667,0,0
12465,3,733.89,14.39,162,0.018518519,0.008421053,0
12468,3,724.04,18.101,174,0.017241379,0.005494505,1
12471,49,18740.92,35.29363465,371,0.132075472,0.031010672,0
12472,13,6229.48,15.93217391,343,0.037900875,0.031840796,0
12473,9,2848.23,15.91189944,163,0.055214724,0.032162505,0
12474,30,7116.47,15.57214442,352,0.085227273,0.017422334,0
12475,1,723.38,20.09388889,1,1,0,0
12476,20,6546.58,24.79765152,360,0.055555556,0.03038083,0
12477,9,13117.01,42.58769481,289,0.031141869,0.009116022,0
12478,1,680.99,18.91638889,1,1,0,0
12479,3,477.3,13.63714286,8,0.375,0.096866097,0
12480,4,3281.63,21.30928571,308,0.012987013,0,0
12481,11,5590.86,25.64614679,343,0.032069971,0.004255319,0
12483,13,2327.13,28.73,323,0.040247678,0.011850501,0
12484,8,4495.27,12.84362857,304,0.026315789,0.002745995,0
12488,3,1298.66,23.612,66,0.045454545,0,0
12489,1,334.93,22.32866667,1,1,0,1
12490,10,5417.93,22.114,325,0.030769231,0,0
12491,1,460.4,17.70769231,1,1,0,0
12492,2,263.21,13.1605,43,0.046511628,0,0
12493,3,416.79,18.12130435,32,0.09375,0.004854369,1
12494,13,1139.35,13.56369048,356,0.036516854,0.024637681,0
12497,1,1043.1,74.50714286,1,1,0,0
12498,3,403.7,17.55217391,37,0.081081081,0,0
12500,13,4206.27,64.71184615,311,0.041800643,0.002620741,0
12501,2,2089.68,13.0605,22,0.090909091,0.035423926,1
12502,5,3723.87,25.33244898,215,0.023255814,0,1
12503,1,-1126,-1126,1,1,-1,1
12504,4,114,7.6,13,0.307692308,0.764705882,0
12505,1,-4.5,-4.5,1,1,-1,1
12506,1,73.5,3.195652174,1,1,0,1
12507,4,1258.06,57.18454545,165,0.024242424,0.012457531,1
12508,2,398.27,5.772028986,3,0.666666667,0,0
12509,1,176.5,25.21428571,1,1,0,1
12510,2,982.57,29.77484848,183,0.010928962,0,1
12512,2,138.03,4.059705882,1,2,0,0
12513,2,586.79,16.29972222,29,0.068965517,0.013157895,0
12514,1,1017.68,19.9545098,1,1,0,1
12515,1,383.7,23.98125,1,1,0,1
12516,2,1312.06,50.46384615,103,0.019417476,0,0
12517,6,2464.89,8.618496503,162,0.037037037,0.017062315,0
12518,5,2056.89,16.58782258,110,0.045454545,0,0
12519,1,340.84,18.93555556,1,1,0,0
12520,6,2582.51,16.66135484,195,0.030769231,0.006293706,0
12521,1,599.68,15.78105263,1,1,0,1
12522,2,192.72,16.06,13,0.153846154,0,0
12523,13,1745.57,15.86881818,331,0.039274924,0.004645761,0
12524,8,4485.72,31.15083333,325,0.024615385,0,0
12526,3,1316.66,18.54450704,94,0.031914894,0,0
12527,3,348.71,19.37277778,244,0.012295082,0,0
12528,8,1922.28,20.23452632,304,0.026315789,0.008,0
12530,5,1623.63,23.87691176,278,0.017985612,0.014444444,0
12531,1,125.22,7.365882353,1,1,0,0
12532,1,349.83,21.864375,1,1,0,0
12534,1,1089.18,17.28857143,1,1,0,1
12535,2,716.35,21.06911765,95,0.021052632,0,1
12536,5,4106.82,15.0432967,52,0.096153846,0.05693816,0
12538,1,363.95,17.33095238,1,1,0,0
12539,5,3852.5,14.06021898,312,0.016025641,0.000484027,0
12540,19,13309.04,27.66952183,343,0.055393586,0.001198143,0
12541,3,981.18,18.86884615,252,0.011904762,0,0
12544,2,355.7,17.785,7,0.285714286,0.03030303,0
12545,2,1000.39,20.0078,185,0.010810811,0,0
12546,3,1141.5,16.30714286,32,0.09375,0.025931929,0
12547,2,207.8,25.975,83,0.024096386,0,1
12548,1,95.2,19.04,1,1,0,1
12550,1,964.83,16.92684211,1,1,0,0
12551,1,168,16.8,1,1,0,1
12552,2,437.82,21.891,1,2,0,0
12553,14,3652.25,18.63392857,322,0.043478261,0.021309771,0
12556,2,603.71,4.989338843,101,0.01980198,0,0
12557,5,11990.96,363.3624242,356,0.014044944,0,0
12558,2,1.07E-14,4.84E-16,6,0.333333333,0,0
12559,3,536.21,24.37318182,9,0.333333333,0.007117438,1
12560,4,2101.39,18.93144144,138,0.028985507,0.029684601,0
12561,1,238.85,14.928125,1,1,0,1
12562,7,3781.74,22.51035714,191,0.036649215,0,0
12564,1,456.9,21.75714286,1,1,0,1
12565,2,131.17,13.117,8,0.25,0.066666667,1
12566,2,346.7,17.335,14,0.142857143,0.003787879,0
12567,11,9114.94,19.68669546,347,0.031700288,0.052824652,0
12569,35,4064.99,21.28267016,251,0.139442231,0.004461796,0
12571,2,519.61,15.28264706,82,0.024390244,0,0
12572,3,1004.72,16.20516129,44,0.068181818,0.004444444,0
12573,1,160.54,5.733571429,1,1,0,1
12574,1,218.45,19.85909091,1,1,0,1
12576,6,1306.98,14.68516854,269,0.022304833,0.003112033,0
12577,4,595.4,4.022972973,324,0.012345679,0.012875536,0
12578,4,2753.36,22.94466667,318,0.012578616,0.021349274,0
12579,3,410.72,13.24903226,5,0.6,0.025179856,0
12580,1,415.7,17.32083333,1,1,0,1
12581,1,197.71,13.18066667,1,1,0,0
12582,2,511.36,23.24363636,50,0.04,0,1
12583,18,7187.34,28.63482072,371,0.04851752,0.010181673,0
12584,18,1893.95,15.03134921,277,0.064981949,0.175141243,0
12585,4,1982.81,20.44134021,118,0.033898305,0.016693164,1
12586,2,179.94,14.995,352,0.005681818,0.025974026,0
12587,1,144,36,1,1,0,0
12588,1,214.9,21.49,1,1,0,0
12589,2,646.68,18.47657143,116,0.017241379,0,0
12590,3,9861.38,140.8768571,21,0.142857143,0.000934798,1
12591,1,452.85,17.41730769,1,1,0,1
12592,2,437.6,24.31111111,122,0.016393443,0,1
12593,3,418.1,19.90952381,111,0.027027027,0,1
12594,11,3320.22,27.9010084,286,0.038461538,0.000563063,0
12596,2,618.27,22.89888889,191,0.010471204,0,0
12597,5,3683.13,17.21088785,249,0.020080321,0.022405121,0
12598,9,3002.68,22.57654135,276,0.032608696,0.012371134,0
12599,7,1032.58,16.65451613,276,0.025362319,0,0
12600,11,2581.04,39.70830769,343,0.032069971,0.001293661,0
12601,6,569.56,19.64,143,0.041958042,0.004098361,1
12602,1,153.12,12.76,1,1,0,0
12603,1,739.2,369.6,1,1,0,0
12604,2,254.18,15.88625,183,0.010928962,0,0
12605,1,-7.5,-2.5,1,1,-1,1
12607,2,7.11E-15,3.52E-17,3,0.666666667,0,0
12609,3,1126.85,18.78083333,241,0.012448133,0,0
12610,7,2057.99,18.54045045,104,0.067307692,0.020428016,0
12611,1,1193.32,18.35876923,1,1,0,0
12612,2,643.59,30.64714286,17,0.117647059,0.043824701,0
12613,6,3218.98,19.74834356,231,0.025974026,0.030075188,0
12614,1,315.6,15.78,1,1,0,1
12615,4,2291.19,21.82085714,167,0.023952096,0,0
12616,5,657.25,18.25694444,213,0.023474178,0.04029304,0
12617,1,355.53,8.465,1,1,0,0
12618,1,177.31,16.11909091,1,1,0,0
12619,13,3214.81,33.84010526,238,0.054621849,0.007155635,0
12620,3,1339.41,14.55880435,190,0.015789474,0,0
12621,23,13612.07,28.71744726,365,0.063013699,0.004862237,0
12622,1,180.1,16.37272727,1,1,0,1
12623,1,305.1,16.95,1,1,0,1
12624,2,641.13,16.87184211,72,0.027777778,0,1
12625,3,2614.32,28.72879121,108,0.027777778,0.022194039,1
12626,13,6388.35,20.80895765,304,0.042763158,0.030746269,0
12627,7,4478.53,19.47186957,130,0.053846154,0,0
12628,4,769.61,17.89790698,61,0.06557377,0.006741573,0
12630,2,1270.88,19.8575,35,0.057142857,0,0
12631,1,640.5,20.66129032,1,1,0,0
12633,5,2140.63,20.78281553,230,0.02173913,0.011314186,0
12635,2,1689.18,16.72455446,66,0.03030303,0,0
12637,10,5953.25,15.10977157,257,0.038910506,0.004013378,0
12638,1,671.69,17.22282051,1,1,0,0
12639,1,486.1,22.09545455,1,1,0,1
12640,3,1174.58,22.16188679,58,0.051724138,0,0
12641,1,185.9,18.59,1,1,0,1
12642,3,1013.26,21.5587234,83,0.036144578,0,0
12643,6,3344.64,139.36,205,0.029268293,0,1
12644,1,477.91,15.41645161,1,1,0,1
12645,5,1755.38,23.72135135,283,0.017667845,0.01119403,0
12646,2,1346.97,29.93266667,45,0.044444444,0,0
12647,13,3669.92,28.89700787,347,0.037463977,0.00845666,0
12648,1,318.05,15.1452381,1,1,0,1
12649,4,603.71,18.29424242,258,0.015503876,0.020905923,1
12650,1,314.44,15.722,1,1,0,0
12651,1,114,12.66666667,1,1,0,1
12652,2,914.53,17.93196078,10,0.2,0.005976096,1
12653,2,2209.85,51.39186047,148,0.013513514,0,1
12654,5,601.98,15.84157895,285,0.01754386,0,0
12656,8,3982.72,30.63630769,226,0.03539823,0.008782201,0
12657,5,1152.06,20.5725,68,0.073529412,0.596330275,0
12658,1,686.05,19.05694444,1,1,0,0
12659,1,91.68,18.336,1,1,0,0
12660,1,245.1,18.85384615,1,1,0,0
12662,12,3817.08,16.45293103,373,0.032171582,0.008823529,0
12664,10,4863.88,127.9968421,315,0.031746032,0.000831947,0
12665,2,61.75,15.4375,7,0.285714286,0.027777778,1
12666,1,-227.44,-113.72,1,1,-1,1
12667,1,620.13,18.79181818,1,1,0,0
12668,6,3743.18,22.28083333,349,0.017191977,0.024451411,0
12669,4,1607.73,15.76205882,106,0.037735849,0.000897666,1
12670,6,2986.15,31.76755319,223,0.02690583,0.004313444,0
12672,1,225.9,22.59,1,1,0,1
12673,2,610.52,14.53619048,322,0.00621118,0,0
12674,7,1919.31,21.09131868,197,0.035532995,0.028130672,0
12676,6,1331.39,29.58644444,287,0.020905923,0,0
12678,13,17588.26,105.3189222,312,0.041666667,0.002202037,0
12679,9,1058.67,18.90482143,232,0.038793103,0.045283019,0
12680,4,862.81,16.5925,113,0.03539823,0,0
12681,27,13677.59,21.17273994,354,0.076271186,0.002394254,0
12682,31,12288.22,23.40613333,368,0.08423913,0,0
12683,20,8221.09,22.71019337,362,0.055248619,0.017132368,0
12684,7,2283.63,21.74885714,206,0.033980583,0,0
12685,6,2863.08,18.23617834,66,0.090909091,0,0
12686,1,89.14,12.73428571,1,1,0,1
12688,1,4873.81,28.50181287,1,1,0,1
12689,2,1247.61,17.32791667,102,0.019607843,0,0
12690,1,389.01,24.313125,1,1,0,1
12691,6,1035.8,32.36875,330,0.018181818,0,0
12693,6,830.96,20.26731707,199,0.030150754,0.02,1
12694,2,869.67,23.50459459,113,0.017699115,0,0
12695,4,582.1,21.55925926,204,0.019607843,0,0
12697,5,939.02,21.83767442,149,0.033557047,0.018036072,0
12700,6,4867.99,18.02959259,208,0.028846154,0.001349983,0
12701,2,797.71,15.05113208,163,0.012269939,0,0
12702,1,219,18.25,1,1,0,0
12703,2,274.7,12.48636364,8,0.25,0.01863354,0
12704,10,2220.84,24.676,163,0.061349693,0.002991027,0
12705,14,6814.24,19.58114943,342,0.040935673,0.006040775,0
12707,1,603.42,18.28545455,1,1,0,1
12708,16,2616.32,15.03632184,339,0.04719764,0.029133858,0
12709,26,9294.1,36.16381323,364,0.071428571,0.027139875,0
12710,4,1130.57,14.31101266,105,0.038095238,0.002355713,1
12712,17,4241.63,29.8706338,349,0.048710602,0.017241379,0
12713,1,848.55,22.33026316,1,1,0,0
12714,5,4708.86,18.18092664,286,0.017482517,0,0
12715,1,353.86,16.85047619,1,1,0,1
12716,2,1053.49,15.26797101,130,0.015384615,0,0
12717,3,980.98,17.5175,95,0.031578947,0.001980198,1
12718,1,238.25,12.53947368,1,1,0,0
12719,3,608.1,14.47857143,60,0.05,0.03601108,0
12720,29,5713.28,15.91442897,367,0.079019074,0.003867641,0
12721,7,2628.98,16.03036585,335,0.020895522,0.002558854,0
12722,6,904.33,15.8654386,66,0.090909091,0.010714286,0
12723,5,725.07,10.50826087,62,0.080645161,0,0
12724,4,1031.41,19.46056604,328,0.012195122,0,0
12725,1,427.8,17.825,1,1,0,1
12726,7,2609.1,21.04112903,330,0.021212121,0,0
12727,9,3947.7,27.99787234,310,0.029032258,0.006235012,0
12728,4,836.33,18.18108696,262,0.015267176,0,0
12729,1,453.01,17.42346154,1,1,0,1
12731,14,18793.41,67.84624549,342,0.040935673,0.008486732,0
12732,1,236.26,19.68833333,1,1,0,1
12733,1,383.95,17.45227273,1,1,0,1
12734,1,110.4,27.6,1,1,0,1
12735,2,779.57,18.12953488,22,0.090909091,0,1
12736,1,234,58.5,1,1,0,1
12738,1,155.35,14.12272727,1,1,0,1
12739,2,1013.04,26.65894737,21,0.095238095,0,0
12740,1,427.6,15.83703704,1,1,0,0
12743,2,546.43,4.077835821,1,2,0,1
12744,10,9120.39,39.82703057,267,0.037453184,0.001337409,0
12747,11,4196.01,40.73796117,367,0.029972752,0,0
12748,223,29072.1,6.264188752,373,0.597855228,0.063530092,0
12749,8,3868.2,16.74545455,210,0.038095238,0.034458509,0
12750,1,275.88,18.392,1,1,0,1
12752,1,4366.78,82.39207547,1,1,0,0
12753,11,21024.01,91.40873913,359,0.030640669,0.0152,0
12754,5,2949.12,45.37107692,73,0.068493151,0.00030869,1
12755,4,2203.2,367.2,116,0.034482759,0.721709007,1
12756,1,112.08,28.02,1,1,0,0
12757,19,4227.7,11.21405836,196,0.096938776,0.007127883,0
12758,2,2791.59,28.77927835,160,0.0125,0,1
12759,3,1531.44,16.12042105,224,0.013392857,0,0
12762,2,1898.52,27.51478261,18,0.111111111,0,0
12763,2,494.08,27.44888889,231,0.008658009,0,1
12764,1,1693.88,37.64177778,1,1,0,1
12766,7,6989.63,22.54719355,363,0.019283747,0,0
12769,1,1143.6,35.7375,1,1,0,1
12770,1,1351.45,112.6208333,1,1,0,1
12772,1,892.47,16.22672727,1,1,0,0
12775,6,1351.24,20.16776119,295,0.020338983,0.028135991,0
12778,7,804.23,15.76921569,293,0.023890785,0.001213592,0
12779,12,3868.7,24.33144654,351,0.034188034,0.014028056,0
12781,5,707.72,23.59066667,264,0.018939394,0.133445946,0
12782,6,2273.32,21.24598131,353,0.016997167,0.014953271,0
12783,8,1603.87,18.64965116,74,0.108108108,0.003215434,0
12784,2,574.42,9.735932203,7,0.285714286,0,0
12785,2,305.71,20.38066667,362,0.005524862,0.0234375,0
12787,3,463.66,23.183,183,0.016393443,0,0
12789,1,91.85,22.9625,1,1,0,0
12790,1,324.92,15.47238095,1,1,0,1
12791,1,192.6,96.3,1,1,0,1
12792,1,400.54,16.0216,1,1,0,1
12793,2,545.48,22.72833333,37,0.054054054,0,1
12794,2,860.41,19.12022222,46,0.043478261,0,0
12795,1,430.48,30.74857143,1,1,0,0
12797,3,194.18,11.42235294,6,0.5,0.493670886,1
12798,3,6977.04,872.13,161,0.01863354,0,0
12802,2,412.58,15.86846154,4,0.5,0.039735099,1
12808,3,483.65,17.27321429,332,0.009036145,0,0
12809,2,484.36,18.62923077,10,0.2,0.00456621,1
12811,3,514.85,16.60806452,24,0.125,0,1
12812,1,229.64,15.30933333,1,1,0,0
12814,1,125.92,62.96,1,1,0,1
12815,2,1063.46,22.62680851,51,0.039215686,0,1
12816,2,572.2,19.73103448,81,0.024691358,0,1
12817,1,166.04,41.51,1,1,0,1
12818,2,1517.88,94.8675,84,0.023809524,0.006500542,1
12820,4,942.34,15.97186441,324,0.012345679,0,0
12821,1,92.72,15.45333333,1,1,0,1
12822,3,918.98,19.55276596,17,0.176470588,0.003649635,0
12823,5,1759.5,351.9,222,0.022522523,0,0
12824,1,397.12,15.8848,1,1,0,0
12826,8,1468.12,15.61829787,363,0.022038567,0.003795066,0
12827,3,430.15,17.206,39,0.076923077,0,0
12828,6,1018.71,18.19125,128,0.046875,0,0
12829,3,253.05,21.0875,38,0.078947368,0.002666667,1
12830,7,6748.4,173.0358974,135,0.051851852,0.000101554,0
12831,1,215.05,23.89444444,1,1,0,1
12832,2,383.03,14.1862963,66,0.03030303,0,0
12833,1,417.38,17.39083333,1,1,0,1
12834,1,312.38,17.35444444,1,1,0,1
12836,4,2612.86,14.93062857,253,0.015810277,0,0
12837,1,134.1,11.175,1,1,0,1
12838,2,683.13,5.553902439,341,0.005865103,0,0
12839,16,5583.62,17.66968354,365,0.043835616,0.000788644,0
12840,6,2714.27,23.39887931,83,0.072289157,0.003986711,1
12841,26,3876.4,8.830068337,368,0.070652174,0.027581066,0
12842,2,1118.99,32.91147059,239,0.008368201,0,0
12843,9,1680.76,15.56259259,199,0.045226131,0.037184595,0
12844,2,325.96,6.268461538,102,0.019607843,0,0
12845,4,354.09,13.11444444,23,0.173913043,0,1
12847,1,871.54,9.577362637,1,1,0,0
12849,2,1050.89,20.60568627,238,0.008403361,0,0
12851,1,135.18,2.7036,1,1,0,1
12852,2,299.75,14.9875,5,0.4,0.027586207,1
12853,9,1881.7,22.40119048,209,0.043062201,0.023017903,1
12854,5,1289.15,11.21,241,0.020746888,0.008038585,0
12855,1,38.1,12.7,1,1,0,1
12856,8,2162.68,6.822334385,56,0.142857143,0.002788104,0
12857,2,1106.4,24.05217391,92,0.02173913,0,1
12863,2,504.2,84.03333333,147,0.013605442,0.010752688,0
12864,1,147.12,49.04,1,1,0,1
12865,3,1548.07,16.12572917,334,0.008982036,0.054732041,0
12866,1,559.12,21.50461538,1,1,0,1
12867,10,3986.22,7.234519056,335,0.029850746,0.005615349,0
12868,6,1607.06,15.01925234,188,0.031914894,0,1
12870,1,-14.9,-7.45,1,1,-1,1
12871,2,380.64,34.60363636,124,0.016129032,0,0
12872,2,599.97,9.090454545,39,0.051282051,0,1
12873,1,374,93.5,1,1,0,1
12875,2,343.23,171.615,220,0.009090909,0,1
12876,2,2218.02,26.09435294,139,0.014388489,0,0
12877,12,1535.77,9.972532468,355,0.033802817,0,0
12878,3,841.64,17.17632653,249,0.012048193,0.020522388,0
12879,4,552.57,46.0475,48,0.083333333,0.019283747,0
12881,1,298,42.57142857,1,1,0,1
12882,2,1463.04,112.5415385,25,0.08,0,0
12883,4,703.47,16.74928571,65,0.061538462,0,0
12884,1,309.05,44.15,1,1,0,0
12885,4,1158.27,16.08708333,61,0.06557377,0.001529052,0
12886,3,1351.09,15.71034884,152,0.019736842,0.011826544,0
12888,4,313.77,44.82428571,42,0.095238095,0.117647059,1
12890,1,380.47,4.639878049,1,1,0,0
12891,3,331,110.3333333,108,0.027777778,0,1
12893,1,188.14,5.533529412,1,1,0,0
12895,3,347.3,14.47083333,45,0.066666667,0.029411765,0
12897,2,216.5,54.125,98,0.020408163,0,1
12901,36,16293.1,130.3448,262,0.13740458,0.103275161,0
12902,1,138.68,13.868,1,1,0,1
12904,2,509.58,7.0775,155,0.012903226,0,0
12906,5,2919.81,46.34619048,67,0.074626866,0,0
12908,4,246,61.5,254,0.015748031,0,0
12909,8,2128.83,22.1753125,214,0.037383178,0.007874016,0
12910,8,3075.04,41.00053333,219,0.03652968,0,0
12912,5,1662.3,69.2625,38,0.131578947,0,0
12913,5,2483.63,49.6726,364,0.013736264,0,0
12915,2,363.65,16.52954545,224,0.008928571,0,1
12916,5,2982.35,27.36100917,182,0.027472527,0.00720072,1
12917,1,594,297,1,1,0,1
12919,8,1301.44,25.02769231,162,0.049382716,0.00748503,0
12920,1,164.23,5.865357143,1,1,0,0
12921,50,16389.74,22.11840756,370,0.135135135,0.007615824,0
12922,1,405.38,14.47785714,1,1,0,1
12923,1,176.97,6.102413793,1,1,0,0
12924,5,929.95,29.9983871,240,0.020833333,0.002083333,0
12925,2,694.05,15.42333333,71,0.028169014,0,0
12928,5,2062.7,24.55595238,324,0.015432099,0,0
12929,2,105.1,11.67777778,190,0.010526316,0.027777778,1
12930,4,409.9,15.18148148,94,0.042553191,0.008,0
12931,20,33462.81,328.0667647,337,0.059347181,0.197929589,0
12933,4,606.28,5.666168224,260,0.015384615,0.002008032,0
12935,8,2156.45,16.58807692,318,0.025157233,0.000539957,0
12936,5,1012.9,16.07777778,62,0.080645161,0.037105751,0
12937,4,1504.27,12.53558333,253,0.015810277,0,0
12938,1,114.14,12.68222222,1,1,0,0
12939,8,11581.8,246.4212766,271,0.029520295,0,0
12940,4,876.29,8.507669903,42,0.095238095,0.012315271,0
12942,3,683.9,9.118666667,235,0.012765957,0,1
12943,1,-3.75,-3.75,1,1,-1,1
12944,2,604.51,20.15033333,320,0.00625,0,0
12945,1,462.95,20.12826087,1,1,0,1
12947,11,1407.29,13.66300971,230,0.047826087,0.006914434,1
12948,8,2053.7,17.40423729,249,0.032128514,0.002785515,0
12949,10,4143.02,18.91789954,222,0.045045045,0.007617435,0
12950,3,1843,80.13043478,22,0.136363636,0,0
12951,8,1042.07,16.03184615,323,0.024767802,0.006,0
12952,5,1382.84,17.2855,73,0.068493151,0.001533742,0
12953,1,329.85,19.40294118,1,1,0,0
12955,14,4734.26,25.87027322,267,0.052434457,0.006040637,0
12956,1,108.07,5.687894737,1,1,0,1
12957,12,3979.04,16.30754098,336,0.035714286,0.007111814,0
12962,2,266.39,16.649375,107,0.018691589,0,0
12963,9,1841.03,19.17739583,358,0.025139665,0.009163803,0
12965,1,771.91,7.081743119,1,1,0,0
12966,1,160.18,16.018,1,1,0,0
12967,4,1194.75,36.20454545,369,0.010840108,0.802469136,0
12968,1,135.95,27.19,1,1,0,1
12970,4,452.24,2.994966887,316,0.012658228,0,0
12971,89,10930.26,35.48785714,369,0.241192412,0.009344779,0
12974,1,144.8,18.1,1,1,0,1
12976,1,738.6,33.57272727,1,1,0,1
12977,1,39.24,4.36,1,1,0,1
12980,12,7092.06,295.5025,204,0.058823529,0.025462963,1
12981,2,372.22,18.611,104,0.019230769,0,0
12982,2,377.2,11.09411765,3,0.666666667,0.035971223,1
12984,1,97.5,24.375,1,1,0,0
12985,3,1215.62,15.58487179,28,0.107142857,0.08492569,0
12987,3,545,18.16666667,125,0.024,0.00921659,0
12988,1,535.32,5.818695652,1,1,0,1
12989,19,6854.51,100.8016176,362,0.052486188,0.009605489,0
12990,3,409.5,31.5,279,0.010752688,0,0
12991,2,503.76,16.25032258,90,0.022222222,0,0
12993,4,414.76,15.36148148,276,0.014492754,0,0
12994,5,902.22,12.35917808,265,0.018867925,0.043181818,0
12995,2,200.72,40.144,8,0.25,0.102040816,0
12997,7,1197.94,17.87970149,295,0.023728814,0.024691358,0
12999,3,455.88,16.28142857,50,0.06,0,1
13000,3,534.85,17.25322581,259,0.011583012,0,1
13001,15,9797.92,28.64888889,323,0.046439628,0.001455339,0
13002,1,120.95,17.27857143,1,1,0,1
