CustomerID,frequency_x,monetary,avg_basket_value,customer_lifetime_days,purchase_velocity,return_ratio,churn,churn_probability,frequency_y,recency,T,monetary_value,predicted_purchases_6m,expected_monetary_value,clv_6m,CLV Segment,revenue_at_risk,retained_value
12375,3,455.42,25.30111111,96,0.03125,0.005649718,0,0.561716689,2,87,98,26.91176470588235,3.92244415887185,28.47155924290254,107.88291771165125,High Value,60.5996353366482,47.28328237500305
12377,2,1628.12,21.14441558,40,0.05,0.0,1,0.64785172,2,39,355,21.144415584415583,0.4651815901220119,22.710625324876755,10.204992937210356,Low Value,6.611322226959581,3.5936707102507746
12378,1,4008.62,18.30420091,1,1.0,0.0,1,0.615249415,1,0,130,18.30420091324201,1.0791812714061857,21.439451476403008,22.35093061676266,Low Value,13.751396986668816,8.599533630093845
12379,3,850.29,20.73878049,89,0.033707865,0.002463054,0,0.561541246,2,88,170,21.306,2.4574470331172864,22.87203000504425,54.29540621825588,Medium Value,30.489110059875554,23.806296158380324
12380,5,2720.56,25.91009524,165,0.03030303,0.000888099,0,0.312059319,4,164,186,26.20009615384616,3.9935390414364,26.98082344172266,104.08323461421682,High Value,32.48014331302973,71.60309130118709
12381,6,1803.96,19.82373626,116,0.051724138,0.03192848,0,0.417228881,5,115,120,21.21045977011494,6.815158762008388,21.83733265532227,143.7638062137573,High Value,59.98241199486681,83.7813942188905
12383,6,1839.31,18.3931,168,0.035714286,0.001962067,1,0.317532194,5,167,352,18.69252525252525,2.2885999755219646,19.320519196962778,42.71156801679211,Medium Value,13.562297901552226,29.14927011523988
12384,3,566.16,18.872,93,0.032258065,0.041322314,0,0.563376449,2,92,122,21.676666666666662,3.3087638210860377,23.24228436754389,74.28910457098041,High Value,41.85273193258861,32.4363726383918
12386,2,401.9,40.19,30,0.066666667,0.0,1,0.704750829,2,29,367,40.19,0.310733656817689,41.735024739153786,12.527071040055157,Low Value,8.828463700420764,3.698607339634393
12388,6,2780.66,27.8066,312,0.019230769,0.0,0,0.110945563,6,311,327,27.8066,3.4445237333016943,28.32658532521068,94.24985000103996,High Value,10.456602671030929,83.79324733000902
12390,1,549.84,17.1825,1,1.0,0.0,0,0.724043486,1,0,80,17.1825,2.068067079504722,20.32024319678906,40.59671594150152,Medium Value,29.393787730436536,11.202928211064988
12391,1,460.89,4.6089,1,1.0,0.0,0,0.725837345,1,0,22,4.6089,5.394478453535256,7.774584137030624,40.51746517095663,Medium Value,29.409089345817133,11.1083758251395
12393,4,1582.6,24.728125,261,0.01532567,0.0,0,0.206933584,4,260,333,24.728125,2.395217722916392,25.509671403297144,59.021235037631776,Medium Value,12.213475698443519,46.80775933918826
12394,2,1272.48,47.12888889,154,0.012987013,0.0,0,0.434352382,2,153,217,47.12888888888889,2.0638228762146573,48.66619528414861,97.02182601082416,High Value,42.14166123379103,54.88016477703314
12395,15,2998.28,18.85710692,356,0.042134831,0.002366304,0,0.041581963,12,351,371,19.350192307692307,5.708829548781394,19.61180239050157,108.14805963046174,High Value,4.4970086140756536,103.65105101638609
12397,2,2409.9,19.12619048,100,0.02,0.0,0,0.50209908,2,99,135,19.12619047619048,3.054383238398359,20.69464515178325,61.06046751960976,Medium Value,30.658404565965945,30.402062953643814
12398,1,1635.66,19.24305882,1,1.0,0.0,0,0.692038327,1,0,46,19.24305882352941,3.475328369615974,22.37622306513042,75.12585411710312,High Value,51.989970397646104,23.135883719457013
12399,4,1108.65,18.79067797,143,0.027972028,0.0,1,0.42383715,4,142,262,18.790677966101697,2.802581892845931,19.57552841133744,52.99487083067776,Medium Value,22.461195017492596,30.533675813185166
12401,1,84.3,16.86,1,1.0,0.0,1,0.737149639,1,0,303,16.86,0.2031233681610984,19.99845985337333,3.923973496978155,Low Value,2.8925556467430145,1.0314178502351405
12402,1,225.6,20.50909091,1,1.0,0.0,1,0.733421258,1,0,323,20.509090909090908,0.1744960945160333,23.639441785637636,3.984660177195685,Low Value,2.922434479861362,1.0622256973343227
12403,2,409.7,68.28333333,1,2.0,0.010526316,0,0.673556448,1,0,50,85.53999999999999,3.2537174154236923,88.52583977831203,278.2629677458923,High Value,187.4258161648618,90.83715158103051
12405,1,1710.39,31.67388889,1,1.0,0.0,1,0.690544135,1,0,149,31.67388888888889,0.8639411620415695,34.7794294523063,29.026270802104303,Low Value,20.043921063314873,8.98234973878943
12406,3,3280.75,30.37731481,162,0.018518519,0.004975124,0,0.332544186,2,161,184,32.52666666666667,2.40200426867089,34.08021557200738,79.07675085545762,High Value,26.296513744752957,52.78023711070466
12407,5,1708.12,22.18337662,215,0.023255814,0.0,0,0.257807769,5,214,264,22.183376623376624,3.5408411485655398,22.809816337105133,78.01699133437475,High Value,20.113386480007488,57.90360485436726
12408,9,2842.57,25.15548673,228,0.039473684,0.007147963,0,0.165105589,5,227,260,27.51,3.603131049269721,28.134068142799865,97.92053800446196,High Value,16.167228102423575,81.7533099020384
12409,7,11056.93,96.99061404,104,0.067307692,0.001443262,0,0.16606467,3,103,183,101.58412844036695,3.1186021753512727,102.56898301737397,308.9909050071941,High Value,51.312472673021034,257.67843233417307
12410,3,681.08,24.32428571,8,0.375,0.009569378,1,0.705027971,2,0,309,26.66653846153845,0.1200466659320611,28.22660577140686,3.2731969296594894,Low Value,2.3076953900012596,0.9655015396582297
12412,3,1226.88,20.11278689,95,0.031578947,0.0,0,0.535998737,3,94,169,20.112786885245903,3.328698758955968,21.15807929139057,68.03334452659216,Medium Value,36.46578674013926,31.5675577864529
12413,5,694.15,17.35375,271,0.018450185,0.014184397,0,0.201923638,3,270,337,19.95,1.896969136512999,20.995413166227525,38.47195548850737,Medium Value,7.768397213213475,30.703558275293894
12414,3,562.41,31.245,94,0.031914894,0.0,1,0.562405801,3,93,310,31.245,1.4664839486842718,32.28203420416455,45.72977362718861,Medium Value,25.718689966347686,20.01108366084092
12415,26,123725.45,159.4400129,314,0.082802548,0.005562342,0,8.77e-10,21,313,338,174.95032212885152,10.488251825766469,175.08332518278098,1773.7912043448764,High Value,1.5556148862104565e-06,1773.7912027892614
12417,12,3578.8,18.07474747,355,0.033802817,0.008447044,0,0.047758017,9,354,358,19.005729166666665,4.54144847707173,19.3546062561702,84.90510724064721,High Value,4.054899554985653,80.85020768566156
12418,1,668.58,19.66411765,1,1.0,0.0,1,0.720780572,1,0,113,19.664117647058823,1.330938809670713,22.796346215549,29.309865178529225,Low Value,21.125981388623178,8.183883789906048
12420,1,600.39,20.70310345,1,1.0,0.0,0,0.722804432,1,0,64,20.70310344827586,2.612770607860688,23.833023191912087,60.1564039964912,Medium Value,43.481315421846354,16.67508857464485
12421,5,806.27,17.5276087,304,0.016447368,0.002070393,0,0.159493632,4,303,319,17.93422222222222,2.513530948749758,18.71954926382677,45.45050132326129,Medium Value,7.24906553226775,38.20143579099354
12422,3,803.56,20.60410256,230,0.013043478,0.0,1,0.288173404,3,229,325,20.604102564102565,1.940593218695338,21.64903049787592,40.58196580589446,Medium Value,11.694643227296211,28.88732257859825
12423,9,1849.11,14.67547619,353,0.025495751,0.009042954,0,0.075208648,8,352,354,14.87448,4.12941882883846,15.26810437721146,60.90171548640512,Medium Value,4.580335682613192,56.32137980379192
12424,2,1760.96,58.69866667,1,2.0,0.0,1,0.628987722,2,0,163,58.69866666666667,0.8224843386347157,60.223103634976816,47.84821931731027,Medium Value,30.09594247015138,17.75227684715889
12425,1,777.2,21.58888889,1,1.0,0.0,0,0.717754294,1,0,78,21.58888888888889,2.127627851354325,24.716840248127404,50.80266279831171,Medium Value,36.46382937012228,14.338833428189423
12426,1,582.73,19.42433333,1,1.0,0.0,1,0.723234782,1,0,195,19.424333333333333,0.5277236485670443,22.55709474835757,11.499224241284177,Low Value,8.316638937314277,3.1825853039698995
12427,5,708.37,20.23914286,361,0.013850416,1.258474576,0,0.107476084,3,349,372,26.63870967741936,1.7483723787878611,27.67916096275823,46.74605615396889,Medium Value,5.024083057872677,41.721973096096214
12428,12,7877.2,26.25733333,258,0.046511628,0.009420497,0,0.056847966,9,257,284,27.062789115646257,5.567341250139323,27.409672898278405,147.4041931902231,High Value,8.379628562735235,139.02456462748788
12429,4,3750.4,38.66391753,357,0.011204482,0.0,0,0.08012888,4,356,366,38.66391752577319,2.223102075496908,39.43770900634178,84.68923037517365,High Value,6.786053178024645,77.903177197149
12430,1,256.4,23.30909091,1,1.0,0.0,0,0.73272111,1,0,43,23.30909090909091,3.655436196913578,26.433219650952548,93.34628798372049,High Value,68.39679574581133,24.949492237909155
12431,18,6416.39,26.84682008,339,0.053097345,0.017507003,0,0.024000383,15,338,374,27.60617021276596,6.954701555891742,27.81424041377653,186.85273201655636,High Value,4.484537132993715,182.36819488356267
12432,5,5059.32,46.84555556,130,0.038461538,0.0,0,0.303136519,5,129,172,46.84555555555556,5.067391882877724,47.46101493475371,232.32147577515744,High Value,70.42512345542406,161.8963523197334
12433,7,13375.87,31.84730952,373,0.018766756,0.0,0,0.015165488,7,372,373,31.847309523809525,3.501194246755073,32.29174966306747,109.2101241535085,High Value,1.6562248273285434,107.55389932617996
12434,4,765.19,14.17018519,277,0.014440433,0.056300268,0,0.204029153,2,175,260,16.122799999999998,1.7581625747167249,17.694595441083408,30.05149112798602,Medium Value,6.131380281230002,23.920110846756018
12435,2,7829.89,217.4969444,189,0.010582011,0.0,0,0.19141286,2,188,268,217.49694444444447,1.7182658256738867,218.8447451043629,363.23885524128,High Value,69.5285881448594,293.71026709642064
12436,1,509.01,31.813125,1,1.0,0.0,1,0.726078663,1,0,100,31.813125,1.5741891631926632,34.91835615419014,53.10112288599169,Medium Value,38.55559230885955,14.545530577132142
12437,19,4896.66,24.4833,330,0.057575758,0.00171409,0,0.02965897,18,329,331,24.88145728643216,9.259908705891013,25.05519049786736,224.1090693948265,High Value,6.646844165909077,217.46222522891742
12438,2,2906.85,29.66173469,126,0.015873016,0.0,0,0.432124257,2,125,140,29.66173469387755,2.997776590825071,31.21847035296993,90.40424038505816,High Value,39.06586520604265,51.33837517901551
12441,1,173.55,15.77727273,1,1.0,0.0,1,0.734601805,1,0,367,15.77727272727273,0.1276982017673053,18.91813860740253,2.333614380307149,Low Value,1.7142773359475885,0.6193370443595608
12442,1,172.06,14.33833333,1,1.0,0.0,0,0.73455982,1,0,3,14.338333333333331,8.412586867407837,17.48239681157483,142.08728183102355,High Value,104.37160816608592,37.715673664937626
12444,5,5005.46,28.44011364,150,0.033333333,0.0,0,0.270116059,5,149,171,28.44011363636364,5.136736748888111,29.063767664948102,144.21391454927763,High Value,38.954494251013635,105.25942029826399
12445,1,133.4,33.35,1,1.0,0.0,0,0.736738624,1,0,22,33.35,5.394478453535256,36.45181592446009,189.9696699020515,High Value,139.95799320537162,50.01167669667986
12446,1,1002.31,17.58438596,1,1.0,0.0,0,0.710930266,1,0,58,17.584385964912283,2.8647674371365675,20.721236094343585,57.34666438519024,Medium Value,40.76947936557602,16.577185019614216
12447,1,476.49,18.32653846,1,1.0,0.0,1,0.726205917,1,0,243,18.326538461538465,0.3347213691700619,21.4617393864016,6.939409268166175,Low Value,5.039440071026916,1.8999691971392587
12448,1,449.45,20.42954545,1,1.0,0.0,0,0.72709984,1,0,44,20.42954545454545,3.5939862924613406,23.560073096282093,81.80135502165017,High Value,59.47775214802504,22.32360287362513
12449,4,4067.29,21.29471204,165,0.024242424,0.0,0,0.286838938,4,164,187,21.29471204188481,3.974963001900621,22.078169054294158,84.77419995852534,High Value,24.316541485903052,60.457658472622285
12450,2,197.88,24.735,18,0.111111111,0.0,1,0.728014783,2,17,173,24.735,1.3993610476573282,26.29721582072216,35.54785725441934,Medium Value,25.87936558519107,9.668491669228269
12451,6,8933.52,25.16484507,314,0.01910828,0.01859024,0,0.048344912,5,313,325,25.52406779661017,2.96913431384815,26.14902013540941,74.99688005516198,High Value,3.625717566541361,71.37116248862061
12452,3,428.57,18.63347826,1,3.0,0.010928962,0,0.606164848,2,0,17,19.571363636363635,9.47967986203148,21.139323131878204,193.5945197137408,High Value,117.3501926159127,76.24432709782809
12453,1,707.09,16.44395349,1,1.0,0.0,1,0.719475257,1,0,134,16.443953488372095,1.0287729987883056,19.583337876542068,19.46225552168324,Low Value,14.002611293262719,5.459644228420521
12454,2,5.68e-14,1.89e-15,3,0.666666667,0.0,0,0.734302535,1,0,56,235.22266666666667,2.955888738819984,237.8758829763992,679.2696478281931,High Value,498.78942434879946,180.4802234793937
12455,6,2466.86,27.40955556,224,0.026785714,0.0,0,0.212109102,6,223,297,27.40955555555556,3.694474633792353,27.92968820501421,99.67296502909984,High Value,21.14154310599977,78.53142192310007
12456,4,3153.89,24.44875969,211,0.018957346,0.010519802,0,0.239178511,3,210,255,25.44832,2.4315610168960613,26.48965435129259,62.21934506091259,Medium Value,14.881530307064278,47.33781475384831
12457,12,1917.78,28.62358209,181,0.066298343,0.214697406,0,0.210225211,7,172,239,38.11661290322581,5.066577359268519,38.55905901735284,188.7132559836047,High Value,39.67228405765031,149.04097192595438
12458,2,947.4,24.93157895,214,0.009345794,0.0,0,0.32780787,2,213,285,24.931578947368426,1.6358248269128337,26.49357610715763,41.86413582341439,Medium Value,13.723393193664167,28.14074262975022
12461,2,826.88,23.62514286,61,0.032786885,0.0,1,0.635406635,2,60,155,23.62514285714286,2.540001334185632,25.18859320679883,61.80360781523148,Medium Value,39.27042247273594,22.53318534249554
12462,4,1124.01,15.61125,301,0.013289037,0.042801556,0,0.166599932,2,284,303,19.186935483870965,1.5696890168745758,20.75532259088516,31.470729691478454,Medium Value,5.243021426590691,26.227708264887763
12463,7,1303.63,14.81397727,196,0.035714286,0.025099075,0,0.270295122,4,188,242,16.202168674698793,3.173485589661456,16.98845956112221,52.07794290705539,Medium Value,14.07641393157157,38.001528975483815
12464,8,1212.05,41.79482759,300,0.026666667,0.0,0,0.130062657,8,299,309,41.79482758620689,4.661222390354533,42.180959626062304,189.9212414927169,High Value,24.701661289281404,165.2195802034355
12465,3,733.89,14.39,162,0.018518519,0.008421053,0,0.416636065,2,152,169,15.79127659574468,2.578985915636164,17.363440800715786,43.25726747456435,Medium Value,18.02253770325498,25.234729771309368
12468,3,724.04,18.101,174,0.017241379,0.005494505,1,0.393467214,2,128,316,19.19842105263158,1.351847773469819,20.76679538388716,27.11816339554561,Low Value,10.670108200042112,16.4480551955035
12471,49,18740.92,35.29363465,371,0.132075472,0.031010672,0,0.000333586,30,362,365,43.09576086956522,13.832533163024662,43.19865386193894,577.198705603451,High Value,0.19254540740743278,577.0061601960435
12472,13,6229.48,15.93217391,343,0.037900875,0.031840796,0,0.033968925,7,336,369,19.386755162241887,3.5254929098152856,19.835158526285497,67.54773261157283,Medium Value,2.294523863002571,65.25320874857026
12473,9,2848.23,15.91189944,163,0.055214724,0.032162505,0,0.251324627,5,162,192,23.44375,4.660806422213984,24.06962855806799,108.36685485004035,High Value,27.235259374349535,81.13159547569082
12474,30,7116.47,15.57214442,352,0.085227273,0.017422334,0,0.008191847,18,312,330,17.395731132075472,9.269771935734026,17.570390437859324,157.32781721006788,High Value,1.2888054074288429,156.03901180263904
12475,1,723.38,20.09388889,1,1.0,0.0,0,0.719223694,1,0,54,20.093888888888888,3.050924507924574,23.22516242361105,68.45332168300227,Medium Value,49.23325088741919,19.220070795583084
12476,20,6546.58,24.79765152,360,0.055555556,0.03038083,0,0.017226908,11,345,361,29.255021459227468,5.40373758489117,29.53840446470728,154.18278979145504,High Value,2.656092734920735,151.5266970565343
12477,9,13117.01,42.58769481,289,0.031141869,0.009116022,0,0.02689088,6,278,302,44.0658,3.693495182375933,44.57975231191436,159.04995590711675,High Value,4.276993278303568,154.7729626288132
12478,1,680.99,18.91638889,1,1.0,0.0,0,0.720377742,1,0,4,18.91638888888889,8.188132604302833,22.05027905346522,174.43076793021007,High Value,125.65604273689075,48.77472519331932
12479,3,477.3,13.63714286,8,0.375,0.096866097,0,0.710405313,1,0,11,17.006451612903227,6.866940761922423,20.144586022826434,133.64177592795437,High Value,94.93982765797429,38.701948269980086
12480,4,3281.63,21.30928571,308,0.012987013,0.0,0,0.121855904,4,307,336,21.30928571428572,2.3962049377360946,22.09273461680801,51.13658695781006,Medium Value,6.231295031218555,44.9052919265915
12481,11,5590.86,25.64614679,343,0.032069971,0.004255319,0,0.042836989,10,342,366,25.7894930875576,4.8883192232289705,26.101979733513748,123.250195615986,High Value,5.2796672738498405,117.97052834213616
12483,13,2327.13,28.73,323,0.040247678,0.011850501,0,0.06783359,8,322,339,33.133066666666664,4.288307769931767,33.52160940477546,138.85669954397423,High Value,9.419148425619134,129.4375511183551
12484,8,4495.27,12.84362857,304,0.026315789,0.002745995,0,0.08223954,6,303,336,13.126358381502891,3.355256633771272,13.651790843896062,44.24582145193352,Medium Value,3.638756003129145,40.60706544880438
12488,3,1298.66,23.612,66,0.045454545,0.0,0,0.591771478,3,65,76,23.612,6.264228463303441,24.65469658729219,149.19441799913568,High Value,88.28900124869831,60.90541675043736
12489,1,334.93,22.32866667,1,1.0,0.0,1,0.730454556,1,0,336,22.328666666666667,0.1586394686602773,25.454974098415768,3.900780370052962,Low Value,2.849342793260552,1.05143757679241
12490,10,5417.93,22.114,325,0.030769231,0.0,0,0.054096396,10,324,330,22.114,5.374429973904173,22.427305047487074,116.43013847399128,High Value,6.298450877223868,110.1316875967674
12491,1,460.4,17.70769231,1,1.0,0.0,0,0.726627368,1,0,39,17.70769230769231,3.916576175877488,20.844268426883502,78.86828126975351,High Value,57.307851637724696,21.560429632028814
12492,2,263.21,13.1605,43,0.046511628,0.0,0,0.685408915,2,42,105,13.160500000000004,3.512961789388034,14.735590500347728,50.006256923499805,Medium Value,34.27473430114724,15.731522622352566
12493,3,416.79,18.12130435,32,0.09375,0.004854369,1,0.68276948,2,31,197,19.715454545454545,1.464426291262665,21.283253764128517,30.107657370843484,Medium Value,20.556589567108972,9.55106780373451
12494,13,1139.35,13.56369048,356,0.036516854,0.024637681,0,0.061448484,7,349,366,16.183116883116885,3.557600658094469,16.6325392017161,57.15722170865746,Medium Value,3.5122246236488905,53.64499708500857
12497,1,1043.1,74.50714286,1,1.0,0.0,0,0.713209964,1,0,82,74.50714285714285,2.010608875552114,77.51749975084924,150.56508069495905,High Value,107.38451578210885,43.18056491285021
12498,3,403.7,17.55217391,37,0.081081081,0.0,0,0.674712978,3,36,58,17.55217391304348,7.359427802648698,18.599365856943976,132.2305834799655,High Value,89.21769076244512,43.01289271752038
12500,13,4206.27,64.71184615,311,0.041800643,0.002620741,0,0.058397282,11,310,334,69.80032786885245,5.789182224467793,70.07550343812889,391.8673093853199,High Value,22.883985772755775,368.9833236125641
12501,2,2089.68,13.0605,22,0.090909091,0.035423926,1,0.664003015,1,0,337,14.5596644295302,0.1574982730534906,17.703236067810792,2.6933698337302703,Low Value,1.7884056901069483,0.904964143623322
12502,5,3723.87,25.33244898,215,0.023255814,0.0,1,0.206650484,5,214,310,25.332448979591835,3.0205959324923324,25.95748663277952,75.73800720803442,High Value,15.6512958467358,60.08671136129862
12504,4,114.0,7.6,13,0.307692308,0.764705882,0,0.699963754,2,12,30,53.5611111111111,7.715822612856588,55.09126274371226,410.6462112038032,High Value,287.437463560091,123.20874764371226
12506,1,73.5,3.195652174,1,1.0,0.0,1,0.736660161,1,0,233,3.1956521739130435,0.3663888241149481,6.364476817485565,2.252578608705651,Low Value,1.6593849205542608,0.5931936881513902
12507,4,1258.06,57.18454545,165,0.024242424,0.012457531,1,0.378095734,3,164,299,62.13380952380952,2.01986800195091,63.14792950370046,123.20930630101466,High Value,46.58491310151297,76.62439319950171
12508,2,398.27,5.772028986,3,0.666666667,0.0,0,0.723367221,2,2,29,5.772028985507246,7.595896345891729,7.355337914057861,53.97403713390436,Medium Value,39.0430492477032,14.93098788620116
12509,1,176.5,25.21428571,1,1.0,0.0,1,0.735067419,1,0,284,25.214285714285715,0.2361653437099024,28.3341807494762,6.463946539087234,Low Value,4.751436499040836,1.712510040046398
12510,2,982.57,29.77484848,183,0.010928962,0.0,1,0.385459285,2,182,325,29.774848484848484,1.410501790311101,31.331458323921,42.68907890599654,Medium Value,16.454901832414006,26.23417707358253
12512,2,138.03,4.059705882,1,2.0,0.0,0,0.677891275,2,0,66,4.059705882352941,3.998622817699649,5.644919481633917,21.805188868179386,Low Value,14.781547283465931,7.023641584713455
12513,2,586.79,16.29972222,29,0.068965517,0.013157895,0,0.699347928,1,0,113,17.494,1.330938809670713,20.631050984305347,26.52588783850376,Low Value,18.550824698218005,7.975063140285757
12514,1,1017.68,19.9545098,1,1.0,0.0,1,0.710622802,1,0,267,19.954509803921567,0.2717981939375467,23.08609306558621,6.061347717842929,Low Value,4.3073318991498475,1.754015818693081
12515,1,383.7,23.98125,1,1.0,0.0,1,0.729173957,1,0,353,23.98125,0.1406023652680133,27.10388507600684,3.6812119049714647,Low Value,2.6842438513035507,0.9969680536679139
12516,2,1312.06,50.46384615,103,0.019417476,0.0,0,0.537528378,2,102,181,50.46384615384615,2.3555013627875536,51.99744297146958,118.31460720627663,High Value,63.59745890529699,54.717148300979645
12517,6,2464.89,8.618496503,162,0.037037037,0.017062315,0,0.30821636,5,161,190,8.812816901408452,4.7026944934059225,9.445209585432451,42.90664458678196,Medium Value,13.22452981435164,29.682114772430314
12518,5,2056.89,16.58782258,110,0.045454545,0.0,0,0.438362697,5,109,110,16.58782258064516,7.280910925403937,17.216753601222134,121.0911694576257,High Value,53.08185162632883,68.00931783129685
12519,1,340.84,18.93555556,1,1.0,0.0,0,0.730088614,1,0,64,18.93555555555556,2.612770607860688,22.06940312813851,55.70488980131833,Medium Value,40.669505788067234,15.035384013251093
12520,6,2582.51,16.66135484,195,0.030769231,0.006293706,0,0.250915535,5,194,274,17.330657894736845,3.3835220364023533,17.959258182969688,58.69725745049093,Medium Value,14.72805375622267,43.96920369426826
12521,1,599.68,15.78105263,1,1.0,0.0,1,0.722530853,1,0,143,15.781052631578946,0.9256238831873363,18.92191011203957,16.919402920728984,Low Value,12.224790624565005,4.694612296163981
12522,2,192.72,16.06,13,0.153846154,0.0,0,0.734053374,2,12,51,16.06,5.644064662446397,17.63186529549444,96.13599347767573,High Value,70.56895037512986,25.567043102545863
12523,13,1745.57,15.86881818,331,0.039274924,0.004645761,0,0.068706383,11,312,332,16.884622641509434,5.823451025392538,17.170509741003993,96.58713428268008,High Value,6.636152640898247,89.95098164178184
12524,8,4485.72,31.15083333,325,0.024615385,0.0,0,0.07054975,8,324,334,31.15083333333333,4.348564943308928,31.539927756772496,132.48383123276477,High Value,9.346701172513745,123.13713006025102
12526,3,1316.66,18.54450704,94,0.031914894,0.0,0,0.534717044,3,93,94,18.54450704225352,5.430720232485466,19.590962844352912,102.77674431111464,High Value,54.95647690998303,47.82026740113161
12527,3,348.71,19.37277778,244,0.012295082,0.0,0,0.2779298,3,243,326,19.37277777777778,1.9445620843616784,20.418619144368467,38.35378719909297,Medium Value,10.65966040548647,27.6941267936065
