CustomerID,frequency,recency,T,monetary_value
12492.0,2,42,105,13.160500000000003
12493.0,2,31,197,19.715454545454545
12494.0,7,349,366,16.183116883116885
12497.0,1,0,82,74.50714285714285
12498.0,3,36,58,17.55217391304348
12500.0,11,310,334,69.80032786885245
12501.0,1,0,337,14.559664429530201
12502.0,5,214,310,25.332448979591835
12504.0,2,12,30,53.5611111111111
12506.0,1,0,233,3.1956521739130435
12507.0,3,164,299,62.13380952380952
12508.0,2,2,29,5.772028985507246
12509.0,1,0,284,25.214285714285715
12510.0,2,182,325,29.774848484848484
12512.0,2,0,66,4.059705882352941
12513.0,1,0,113,17.494
12514.0,1,0,267,19.954509803921567
12515.0,1,0,353,23.98125
12516.0,2,102,181,50.46384615384615
12517.0,5,161,190,8.812816901408452
12518.0,5,109,110,16.58782258064516
12519.0,1,0,64,18.935555555555553
12520.0,5,194,274,17.330657894736845
12521.0,1,0,143,15.781052631578946
12522.0,2,12,51,16.06
12523.0,11,312,332,16.884622641509434
12524.0,8,324,334,31.150833333333335
12526.0,3,93,94,18.54450704225352
12527.0,3,243,326,19.37277777777778
12528.0,6,303,313,21.01608695652174
12530.0,4,277,337,25.186060606060607
12531.0,1,0,15,7.365882352941177
12532.0,1,0,30,21.864375000000003
12534.0,1,0,131,17.28857142857143
12535.0,2,94,187,21.069117647058825
12536.0,3,15,59,48.282873563218395
12538.0,1,0,29,17.33095238095238
12539.0,4,311,334,20.396886446886448
12540.0,17,342,362,28.03397489539749
12541.0,3,251,281,18.868846153846153
12544.0,1,0,36,19.61578947368421
12545.0,2,184,260,20.0078
12546.0,2,31,78,16.833333333333332
12547.0,2,82,281,25.974999999999998
12548.0,1,0,166,19.04
12550.0,1,0,79,16.92684210526316
12551.0,1,0,358,16.8
12552.0,2,0,40,21.891
12553.0,10,321,330,19.33130890052356
12556.0,2,100,151,4.989338842975207
12557.0,5,355,372,363.36242424242425
12558.0,1,0,8,24.54181818181818
12559.0,2,8,320,26.74809523809524
12560.0,3,137,143,20.323904761904764
12561.0,1,0,303,14.928125
12562.0,7,190,199,22.510357142857146
12564.0,1,0,261,21.757142857142856
12565.0,1,0,289,16.21333333333333
12566.0,1,0,86,18.507894736842104
12567.0,10,346,370,21.079103139013455
12569.0,32,250,252,21.939840425531912
12571.0,2,81,122,15.28264705882353
12572.0,2,43,52,17.006999999999998
12573.0,1,0,227,5.733571428571429
12574.0,1,0,316,19.85909090909091
12576.0,5,268,305,14.952613636363635
12577.0,3,323,359,4.474829931972788
12578.0,2,308,330,24.51324561403509
12579.0,1,0,78,15.18689655172414
12580.0,1,0,247,17.320833333333333
12581.0,1,0,40,13.180666666666667
12582.0,2,49,289,23.243636363636366
12583.0,15,370,374,29.47927125506073
12584.0,9,276,280,24.355729166666666
12585.0,2,117,351,23.44942528735632
12586.0,1,0,17,17.903636363636366
12587.0,1,0,8,36.0
12588.0,1,0,39,21.49
12589.0,2,115,145,18.47657142857143
12590.0,2,0,211,145.06264705882353
12591.0,1,0,317,17.41730769230769
12592.0,2,121,213,24.311111111111114
12593.0,3,110,219,19.909523809523808
12594.0,10,285,323,28.290000000000003
12596.0,2,190,242,22.898888888888887
12597.0,4,248,268,18.50106796116505
12598.0,8,275,285,22.902121212121212
12599.0,7,275,304,16.654516129032256
12600.0,10,342,371,40.61
12601.0,5,142,333,20.609285714285715
12602.0,1,0,59,12.76
12603.0,1,0,22,369.59999999999997
12604.0,2,182,262,15.88625
12607.0,1,0,60,15.63871287128713
12609.0,3,240,318,18.78083333333333
12610.0,5,103,126,19.80698113207547
12611.0,1,0,52,18.35876923076923
12612.0,1,0,74,37.054736842105264
12613.0,5,204,262,21.858692810457516
12614.0,1,0,278,15.780000000000001
12615.0,4,166,168,21.820857142857143
12616.0,2,202,297,22.290625
12617.0,1,0,29,8.465
12618.0,1,0,22,16.11909090909091
12619.0,9,237,253,40.45822222222222
12620.0,3,189,205,14.558804347826088
12621.0,20,364,366,29.31406852248394
12622.0,1,0,232,16.37272727272727
12623.0,1,0,276,16.950000000000003
12624.0,2,71,178,16.87184210526316
12625.0,2,107,319,31.207209302325584
12626.0,9,303,327,22.51863945578231
12627.0,7,129,140,19.47186956521739
12628.0,3,60,65,19.181951219512197
12630.0,2,34,44,19.8575
12631.0,1,0,57,20.661290322580644
12633.0,4,229,288,21.425544554455445
12635.0,2,65,155,16.724554455445546
12637.0,8,256,324,15.440769230769229
12638.0,1,0,33,17.222820512820515
12639.0,1,0,239,22.095454545454547
12640.0,3,57,82,22.16188679245283
12641.0,1,0,115,18.59
12642.0,3,82,108,21.558723404255318
12643.0,6,204,333,139.35999999999999
12644.0,1,0,130,15.416451612903227
12645.0,4,282,316,24.31753424657534
12646.0,2,44,49,29.932666666666666
12647.0,12,346,369,30.76710743801653
12648.0,1,0,155,15.145238095238096
12649.0,3,105,212,20.113225806451613
12650.0,1,0,3,15.722
12651.0,1,0,335,12.666666666666666
12652.0,1,0,331,19.16625
12653.0,2,147,297,51.391860465116274
12654.0,5,284,295,15.841578947368422
12656.0,5,216,234,32.152142857142856
12657.0,4,67,79,34.961276595744685
12658.0,1,0,19,19.056944444444444
12659.0,1,0,30,18.336000000000002
12660.0,1,0,11,18.853846153846153
12662.0,11,372,373,16.73817391304348
12664.0,9,314,323,131.94270270270272
12665.0,1,0,325,21.0
12667.0,1,0,58,18.791818181818183
12668.0,4,343,356,23.64689440993789
12669.0,3,105,257,27.168613861386135
12670.0,5,222,233,32.56576086956522
12672.0,1,0,330,22.589999999999996
12673.0,2,321,327,14.536190476190475
12674.0,4,169,208,23.742168674698792
12676.0,6,286,311,29.586444444444446
12678.0,12,311,354,106.83915151515151
12679.0,4,225,284,23.187916666666666
12680.0,4,112,113,16.592499999999998
12681.0,22,353,368,21.610564263322885
12682.0,31,367,371,23.406133333333333
12683.0,15,361,366,24.641191860465117
12684.0,7,205,213,21.748857142857144
12685.0,6,65,94,18.236178343949042
12686.0,1,0,372,12.734285714285715
12688.0,1,0,114,28.501812865497072
12689.0,2,101,128,17.327916666666667
12690.0,1,0,206,24.313125
12691.0,6,329,357,32.36875
12693.0,4,192,319,21.946410256410257
12694.0,2,112,183,23.504594594594593
12695.0,4,203,210,21.55925925925926
12697.0,3,140,169,23.355853658536585
12700.0,4,207,215,18.432798507462685
12701.0,2,162,242,15.051132075471699
12702.0,1,0,20,18.25
12703.0,1,0,71,13.502380952380953
12704.0,8,162,170,26.600454545454546
12705.0,9,341,357,20.56374251497006
12707.0,1,0,292,18.285454545454545
12708.0,10,338,369,17.27968152866242
12709.0,15,351,367,46.81019230769231
12710.0,3,104,201,14.922337662337663
12712.0,13,342,371,33.053609022556394
12713.0,1,0,1,22.330263157894734
12714.0,5,285,295,18.18092664092664
12715.0,1,0,106,16.85047619047619
12716.0,2,129,133,15.267971014492753
12717.0,2,94,246,18.74509090909091
12718.0,1,0,71,12.539473684210526
12719.0,2,59,65,16.53717948717949
12720.0,25,366,369,16.332570621468925
12721.0,6,323,355,16.497701863354038
12722.0,4,65,151,18.82320754716981
12723.0,5,61,65,10.508260869565218
12724.0,4,327,332,19.460566037735852
12725.0,1,0,371,17.825
12726.0,7,329,357,21.041129032258063
12727.0,7,309,320,28.638129496402875
12728.0,4,261,332,18.18108695652174
12729.0,1,0,114,17.423461538461538
12731.0,12,341,365,68.96317518248175
12732.0,1,0,180,19.688333333333336
12733.0,1,0,234,17.452272727272728
12734.0,1,0,353,27.599999999999998
12735.0,2,21,337,18.12953488372093
12736.0,1,0,333,58.5
12738.0,1,0,372,14.122727272727273
12739.0,2,20,99,26.658947368421053
12740.0,1,0,64,15.837037037037037
12743.0,2,0,134,4.077835820895522
12744.0,7,266,318,95.85265765765766
12747.0,11,366,369,40.737961165048546
12748.0,209,372,374,7.338352557127313
12749.0,5,209,213,20.55718592964824
12750.0,1,0,129,18.392
12752.0,1,0,81,82.3920754716981
12753.0,6,339,363,108.77862944162436
12754.0,3,72,309,47.78952380952381
12755.0,2,85,366,952.9875
12756.0,1,0,87,28.019999999999996
12757.0,13,195,211,21.178167115902966
12758.0,2,159,277,28.779278350515465
12759.0,3,223,276,16.12042105263158
12762.0,2,17,25,27.51478260869565
12763.0,2,230,369,27.448888888888888
12764.0,1,0,317,37.64177777777778
12766.0,7,362,366,22.547193548387096
12769.0,1,0,239,35.7375
12770.0,1,0,211,112.62083333333334
12772.0,1,0,60,16.226727272727274
12775.0,5,294,311,21.00060606060606
12778.0,6,292,312,16.4446
12779.0,8,333,371,26.72053691275168
12781.0,2,221,285,33.0696
12782.0,5,352,358,22.630291262135923
12783.0,6,73,75,26.49892857142857
12784.0,2,6,15,9.73593220338983
12785.0,1,0,364,22.282142857142855
12787.0,3,182,193,23.183
12789.0,1,0,65,22.9625
12790.0,1,0,192,15.472380952380954
12791.0,1,0,374,96.30000000000001
12792.0,1,0,257,16.0216
12793.0,2,36,371,22.728333333333335
12794.0,2,45,99,19.12022222222222
12795.0,1,0,19,30.74857142857143
12797.0,1,0,366,19.540769230769232
12798.0,3,160,171,872.13
12802.0,1,0,187,17.1032
12808.0,3,331,369,17.273214285714285
12809.0,1,0,178,19.572400000000002
12811.0,3,23,284,16.608064516129033
12812.0,1,0,45,15.309333333333335
12814.0,1,0,102,62.96
12815.0,2,50,198,22.6268085106383
12816.0,2,80,176,19.731034482758623
12817.0,1,0,281,41.51
12818.0,1,0,262,110.14857142857143
12820.0,4,323,327,15.97186440677966
12821.0,1,0,214,15.453333333333333
12822.0,2,16,87,20.62782608695652
12823.0,5,221,297,351.9
12824.0,1,0,60,15.8848
12826.0,7,362,365,16.205714285714286
12827.0,3,38,44,17.206000000000003
12828.0,6,127,130,18.19125
12829.0,2,23,360,26.636363636363637
12830.0,6,134,172,179.33263157894737
12831.0,1,0,262,23.894444444444446
12832.0,2,65,98,14.186296296296295
12833.0,1,0,145,17.390833333333333
12834.0,1,0,283,17.354444444444443
12836.0,4,252,312,14.930628571428572
12837.0,1,0,173,11.174999999999999
12838.0,2,340,374,5.55390243902439
12839.0,14,364,367,17.80707006369427
12840.0,4,82,227,24.13070796460177
12841.0,25,367,372,9.577023809523808
12842.0,2,238,309,32.9114705882353
12843.0,8,198,264,16.526796116504855
12844.0,2,101,130,6.268461538461539
12845.0,4,22,290,13.114444444444443
12847.0,1,0,22,9.577362637362636
12849.0,2,237,269,20.6056862745098
12851.0,1,0,97,2.7036000000000002
12852.0,1,0,295,18.326470588235296
12853.0,6,181,316,25.09102564102564
12854.0,3,239,318,12.040909090909091
12855.0,1,0,373,12.700000000000001
12856.0,6,55,64,6.942452229299363
12857.0,2,91,303,24.05217391304348
12863.0,1,0,52,104.24000000000001
12864.0,1,0,138,49.04
12865.0,2,97,124,16.507684210526318
12866.0,1,0,283,21.504615384615384
12867.0,7,333,360,7.503382899628253
12868.0,6,187,374,15.0192523364486
12871.0,2,123,207,34.60363636363636
12872.0,2,38,365,9.090454545454547
12873.0,1,0,282,93.5
12875.0,2,219,363,171.61500000000004
12876.0,2,138,196,26.09435294117647
12877.0,12,354,359,9.972532467532467
12878.0,2,29,266,18.191276595744682
12879.0,3,47,92,57.322
12881.0,1,0,276,42.57142857142857
12882.0,2,24,34,112.54153846153847
12883.0,4,64,89,16.749285714285715
12884.0,1,0,88,44.15
12885.0,3,60,124,16.552394366197184
12886.0,2,151,220,16.809756097560978
12888.0,2,41,255,70.824
12890.0,1,0,24,4.639878048780488
12891.0,3,107,293,110.33333333333333
12893.0,1,0,31,5.533529411764706
12895.0,2,44,87,16.945454545454545
12897.0,2,97,302,54.125
12901.0,28,261,271,152.19431034482758
12902.0,1,0,265,13.868
12904.0,2,154,172,7.0775
12906.0,5,66,78,46.34619047619047
12908.0,2,136,313,375.0
12909.0,5,213,253,23.941428571428574
12910.0,8,218,242,41.00053333333333
12912.0,5,37,41,69.2625
12913.0,5,363,368,49.6726
12915.0,2,223,373,16.529545454545453
12916.0,4,181,321,28.094859813084113
12917.0,1,0,128,297.0
12919.0,6,161,170,26.7038
12920.0,1,0,17,5.8653571428571425
12921.0,37,364,373,23.037625
12922.0,1,0,161,14.477857142857143
12923.0,1,0,64,6.102413793103448
12924.0,4,239,328,31.123333333333335
12925.0,2,70,75,15.423333333333332
12928.0,5,323,359,24.555952380952384
12929.0,1,0,312,14.73125
12930.0,2,93,171,16.632
12931.0,15,336,358,512.8775609756098
12933.0,3,259,284,5.7314150943396225
12935.0,7,317,319,16.749612403100773
12936.0,4,61,78,17.15967741935484
12937.0,4,252,267,12.535583333333333
12938.0,1,0,26,12.682222222222222
12939.0,8,270,335,246.42127659574467
12940.0,2,33,88,9.227676767676767
12942.0,3,234,366,9.118666666666666
12944.0,2,319,355,20.150333333333332
12945.0,1,0,288,20.128260869565217
12947.0,6,229,373,16.535979381443298
12948.0,7,248,265,17.801293103448273
12949.0,8,221,252,19.382418604651164
12950.0,3,21,24,80.1304347826087
12951.0,6,322,331,16.89
12952.0,4,72,78,17.566962025316457
12953.0,1,0,10,19.40294117647059
12955.0,11,266,268,26.428666666666665
12956.0,1,0,306,5.687894736842105
12957.0,8,329,340,16.880420168067225
12962.0,2,106,113,16.649375
12963.0,8,357,366,19.54347368421053
12965.0,1,0,89,7.081743119266055
12966.0,1,0,10,16.018
12967.0,2,13,372,87.41578947368421
12968.0,1,0,112,27.189999999999998
12970.0,4,315,322,2.9949668874172186
12971.0,86,368,372,36.68822950819672
12974.0,1,0,198,18.1
12976.0,1,0,212,33.57272727272727
12977.0,1,0,156,4.359999999999999
12980.0,9,200,359,368.745
12981.0,2,103,133,18.610999999999997
12982.0,1,0,243,13.947857142857144
12984.0,1,0,19,24.375
12985.0,2,27,29,16.30763157894737
12987.0,2,124,198,19.95357142857143
12988.0,1,0,292,5.818695652173914
12989.0,15,361,364,108.18921875000001
12990.0,3,278,310,31.5
12991.0,2,89,112,16.25032258064516
12993.0,4,275,298,15.361481481481482
12994.0,3,264,269,15.97409836065574
12995.0,1,0,85,70.44
12997.0,4,294,317,20.794745762711866
12999.0,3,49,246,16.28142857142857
13000.0,3,258,365,17.253225806451614
13001.0,13,322,327,28.964070796460177
13002.0,1,0,318,17.27857142857143
13003.0,3,109,215,24.84166666666667
13004.0,18,346,358,13.999777227722772
13005.0,2,72,246,19.75769230769231
13006.0,1,0,56,20.3925
13008.0,1,0,323,16.390714285714285
13011.0,1,0,372,16.85
13012.0,8,285,295,18.6723595505618
13013.0,13,370,372,21.967762557077627
13014.0,10,270,281,31.800733944954125
13015.0,5,195,249,19.012954545454548
13016.0,3,49,123,16.806170212765956
13017.0,1,0,7,204.0
13018.0,28,279,296,15.890174672489083
13021.0,9,354,359,19.97236641221374
13023.0,2,65,130,17.2475
13026.0,5,274,276,24.384
13027.0,6,240,355,265.84615384615387
13028.0,2,22,45,14.695999999999998
13029.0,3,322,353,124.75
13030.0,2,356,368,8.075555555555555
13032.0,2,34,87,14.227887323943662
13033.0,1,0,357,17.322727272727274
13034.0,2,314,369,17.372162162162162
13035.0,2,186,261,34.1437037037037
13037.0,3,118,256,18.355625
13038.0,3,210,291,32.445
13040.0,2,24,33,15.743953488372092
13043.0,1,0,273,39.72461538461538
13044.0,1,0,291,16.983939393939394
13045.0,1,0,99,16.96
13046.0,2,235,266,17.980285714285714
13047.0,10,342,374,18.822906976744186
13048.0,4,312,327,13.499338235294118
13049.0,2,253,318,46.90571428571429
13050.0,17,351,367,14.483523573200992
13052.0,1,0,212,19.34166666666667
13055.0,3,135,214,15.979078947368421
13058.0,3,127,152,33.925000000000004
13059.0,1,0,250,22.925
13060.0,1,0,254,20.502
13061.0,1,0,72,24.861
13062.0,1,0,191,31.543636363636367
13064.0,4,314,327,16.22449275362319
13065.0,1,0,373,14.704285714285716
13066.0,2,7,32,9.808333333333334
13067.0,1,0,82,7.697333333333334
13068.0,2,309,320,172.0
13069.0,24,368,370,10.437929411764706
13070.0,1,0,192,25.422222222222224
13072.0,1,0,267,25.307142857142857
13075.0,1,0,130,41.80045454545455
13077.0,4,365,366,6.5113392857142856
13078.0,26,363,367,35.27357541899441
13079.0,5,136,140,36.68333333333334
13080.0,1,0,179,9.68
13081.0,11,359,371,27.67322265625
13082.0,9,212,338,49.50178082191781
13083.0,2,71,76,16.875
13085.0,2,137,295,18.912727272727274
13089.0,97,366,370,32.35744224422442
13090.0,14,364,373,57.48916129032258
13091.0,1,0,28,16.467619047619046
13092.0,5,288,360,19.1132
13093.0,8,97,373,49.260817610062894
13094.0,12,347,369,80.305
13095.0,1,0,71,12.399999999999999
13097.0,10,327,360,14.209030732860521
13098.0,28,316,317,50.49377622377622
13099.0,1,0,99,207.35999999999999
13101.0,1,0,234,12.64875
13102.0,24,363,365,21.131875
13103.0,1,0,40,30.4925
13104.0,6,351,355,54.924
13106.0,1,0,133,76.5
13107.0,4,289,334,26.407241379310346
13108.0,1,0,373,35.006
13109.0,2,97,157,16.734893617021275
13110.0,7,279,311,10.266689655172414
13113.0,24,365,366,61.229800000000004
13115.0,4,172,184,19.12316666666667
13116.0,1,0,138,16.704666666666665
13117.0,8,350,372,12.959342105263158
13118.0,5,269,289,15.162151898734177
13120.0,1,0,239,30.599999999999998
13121.0,1,0,269,5.674600000000001
13122.0,2,146,240,16.77072727272727
13124.0,3,269,359,16.452468085106382
13126.0,8,361,367,14.997428571428571
13127.0,1,0,78,17.278000000000002
13130.0,1,0,94,32.0
13131.0,3,164,188,24.393181818181816
13132.0,1,0,262,25.766666666666666
13133.0,2,30,304,15.685714285714285
13134.0,4,154,240,18.301836734693875
13135.0,1,0,197,3096.0
13136.0,5,156,213,20.53236220472441
13137.0,8,298,309,5.185241477272727
13138.0,6,350,372,15.276031746031746
13139.0,7,243,260,29.79376470588235
13140.0,3,258,366,9.211304347826088
13141.0,5,230,315,17.694444444444443
13142.0,1,0,19,13.351739130434781
13144.0,1,0,333,36.983333333333334
13145.0,4,332,372,103.08666666666666
13146.0,1,0,26,13.465294117647058
13147.0,4,89,100,178.20000000000002
13148.0,12,335,364,11.621065830721003
13149.0,4,274,289,19.48906976744186
13151.0,1,0,296,16.998243243243245
13153.0,1,0,6,32.41466666666667
13155.0,4,335,369,11.432470588235294
13157.0,4,248,298,20.014022988505747
13158.0,4,224,319,15.203291139240505
13159.0,4,106,116,11.883057851239668
13160.0,1,0,22,22.95
13161.0,1,0,313,14.09375
13162.0,4,212,335,21.370759493670885
13165.0,2,305,351,24.32095238095238
13166.0,1,0,283,10.175609756097561
13167.0,4,125,144,12.174307692307693
13168.0,4,281,318,10.070152671755725
13169.0,2,188,252,54.83692307692308
13170.0,1,0,27,3.6253124999999997
13171.0,3,277,299,10.182826086956522
13173.0,2,363,367,8.224418604651163
13174.0,3,352,369,8.971433121019109
13176.0,1,0,46,6.845
13177.0,1,0,65,16.61470588235294
13178.0,11,334,361,21.60554716981132
13182.0,1,0,45,11.016363636363637
13183.0,9,326,335,42.10404255319149
13184.0,10,275,290,9.39939226519337
13185.0,1,0,268,71.4
13186.0,3,89,129,19.947974683544306
13187.0,1,0,337,6.378918918918919
13188.0,1,0,11,57.300000000000004
13189.0,2,96,115,8.988965517241379
13192.0,2,109,205,14.475238095238096
13193.0,1,0,61,4.0648275862068965
13194.0,1,0,136,20.233333333333334
13196.0,4,250,262,16.343454545454545
13198.0,6,351,362,15.049734513274338
13199.0,38,363,367,82.49680672268909
13200.0,4,107,126,18.915
13203.0,4,232,242,15.253684210526316
13207.0,2,135,151,31.282500000000002
13208.0,6,250,309,8.214093959731544
13209.0,8,331,362,18.35392523364486
13210.0,1,0,94,16.067272727272726
13211.0,3,350,361,21.3825
13212.0,3,41,61,5.549859154929578
13213.0,5,142,200,16.895333333333333
13216.0,1,0,268,66.748
13217.0,3,34,157,133.495
13218.0,1,0,127,12.527999999999999
13220.0,4,158,237,39.01380952380953
13221.0,2,119,359,12.839545454545455
13223.0,2,31,232,32.64
13224.0,2,91,151,19.9625
13225.0,7,358,362,201.995
13226.0,1,0,273,6.7631250000000005
13227.0,1,0,202,28.633333333333333
13228.0,1,0,81,179.0
13229.0,1,0,226,16.095
13230.0,14,360,365,4.5940589198036
13232.0,7,230,243,6.558454106280193
13233.0,2,261,336,14.072558139534884
13235.0,1,0,212,17.77706896551724
13236.0,2,82,107,20.69027777777778
13238.0,4,343,360,22.604193548387098
13239.0,1,0,262,15.693333333333333
13240.0,4,269,366,9.905223880597015
13242.0,3,101,214,20.800000000000004
13243.0,1,0,203,10.346034482758622
13244.0,1,0,93,4.508888888888889
13245.0,1,0,51,26.90625
13246.0,6,312,330,14.094326241134752
13247.0,4,64,83,20.0448
13248.0,2,64,189,17.91076923076923
13249.0,3,168,261,30.93086956521739
13253.0,2,182,339,28.622222222222224
13255.0,2,364,374,30.73153846153846
13258.0,3,193,205,18.383684210526315
13259.0,1,0,62,3.36
13260.0,1,0,61,69.7025
13261.0,2,17,286,104.9
13262.0,1,0,263,18.208181818181817
13263.0,35,323,325,4.444883720930233
13265.0,5,220,274,23.1610989010989
13266.0,12,245,257,20.504064171122995
13267.0,19,364,367,21.428862559241704
13268.0,11,249,267,7.306113636363636
13269.0,15,368,370,16.91844936708861
13270.0,1,0,366,590.0
13271.0,1,0,37,2.264375
13272.0,2,58,90,18.437333333333335
13273.0,1,0,113,8.68625
13276.0,2,36,100,19.69766666666667
13277.0,4,117,134,32.3
13278.0,1,0,41,11.798478260869565
13279.0,1,0,78,15.305555555555555
13280.0,3,214,337,9.586588235294117
13282.0,3,202,221,30.59837837837838
13283.0,2,125,186,13.379999999999999
13284.0,1,0,331,15.476153846153846
13285.0,4,266,290,14.487272727272726
13291.0,1,0,156,8.597857142857142
13292.0,2,245,284,18.67548387096774
13294.0,2,59,250,16.18037037037037
13295.0,1,0,360,20.12
13296.0,1,0,137,17.48
13297.0,4,59,67,35.421186440677964
13298.0,1,0,1,180.0
13299.0,1,0,268,28.5
13300.0,1,0,169,18.5945
13301.0,4,188,292,7.630740740740741
13302.0,1,0,155,63.75
13304.0,1,0,351,14.305714285714286
13305.0,10,368,373,24.701975308641973
13307.0,1,0,120,15.0
13308.0,3,180,203,25.657592592592593
13309.0,5,301,309,13.614859813084111
13310.0,3,296,324,15.722638888888888
13311.0,2,145,150,23.02192307692308
13313.0,5,317,340,19.939999999999998
13314.0,3,72,74,12.515161290322581
13316.0,4,217,254,68.70954022988506
13317.0,6,292,359,18.336129032258064
13318.0,3,36,37,32.038
13319.0,26,360,366,22.784768907563027
13320.0,4,135,214,14.610377358490567
13321.0,2,14,86,51.57818181818182
13322.0,1,0,17,7.9792000000000005
13323.0,5,81,84,37.516666666666666
13324.0,10,324,361,94.95933333333333
13325.0,1,0,82,56.275
13327.0,8,326,365,33.59046296296296
13328.0,1,0,316,76.96941176470588
13329.0,2,335,367,46.411764705882355
13330.0,3,223,316,21.526981132075473
13332.0,1,0,14,16.70952380952381
13334.0,3,223,306,13.197089552238806
13336.0,1,0,77,15.590588235294117
13338.0,1,0,158,25.632631578947368
13339.0,1,0,201,15.928148148148148
13340.0,7,231,277,80.12298507462687
13341.0,1,0,261,18.472619047619048
13343.0,1,0,178,18.60157894736842
13344.0,3,209,278,21.37579831932773
13345.0,1,0,288,19.475
13347.0,1,0,70,42.67
13348.0,1,0,64,16.697142857142858
13349.0,1,0,11,15.4575
13350.0,2,63,79,24.478
13351.0,1,0,66,23.37125
13352.0,1,0,60,16.5825
13354.0,1,0,71,14.579019607843136
13355.0,1,0,122,21.084375
